cust_id,age,gender,city,loyalty_segment,preferred_channel,registration_date
C108006,18,Other,Abu Dhabi,Silver,Store,2019-09-19
C108007,32,Female,Dubai,Silver,Store,2022-06-07
C108008,26,Male,Dubai,Silver,Store,2015-10-08
C108009,39,Female,Sharjah,Gold,Store,2024-09-27
C108010,33,Male,Dubai,Silver,Store,2020-10-08
C108011,35,Female,Dubai,Silver,Store,2023-03-24
C108012,22,Male,Sharjah,Silver,Website,2018-04-24
C108013,61,Female,Dubai,Platinum,Store,2015-10-26
C108014,18,Female,Abu Dhabi,Silver,Store,2016-03-16
C108015,50,Male,Dubai,Silver,Store,2016-03-27
C108016,27,Male,Sharjah,Silver,Store,2022-05-02
C108017,32,Female,Dubai,Silver,Store,2018-06-15
C108018,35,Male,Dubai,Silver,Mobile,2015-06-11
C108019,18,Male,Dubai,Gold,Website,2017-08-18
C108020,35,Female,Dubai,Silver,Website,2022-10-08
C108021,43,Female,Sharjah,Silver,Website,2018-03-12
C108022,45,Male,Abu Dhabi,Silver,Mobile,2016-05-17
C108023,45,Female,Abu Dhabi,Silver,Store,2023-06-05
C108024,28,Male,Abu Dhabi,Gold,Website,2023-03-21
C108025,38,Male,Abu Dhabi,Silver,Store,2017-03-24
C108026,29,Female,Dubai,Silver,Website,2019-10-24
C108027,47,Other,Dubai,Platinum,Store,2024-08-19
C108028,38,Female,Dubai,Gold,Store,2016-04-09
C108029,22,Male,Dubai,Silver,Store,2015-04-22
C108030,36,Male,Sharjah,Gold,Store,2022-07-15
C108031,30,Female,Sharjah,Silver,Marketplace,2016-09-20
C108032,23,Male,Dubai,Silver,Store,2019-05-09
C108033,32,Female,Sharjah,Silver,Store,2022-05-04
C108034,34,Male,Abu Dhabi,Silver,Store,2019-02-08
C108035,29,Male,Dubai,Silver,Store,2015-02-10
C108036,43,Female,Sharjah,Silver,Website,2020-01-06
C108037,28,Female,Dubai,Platinum,Mobile,2015-08-09
C108038,40,Female,Sharjah,Platinum,Website,2015-07-17
C108039,31,Female,Dubai,Gold,Marketplace,2015-03-27
C108040,44,Male,Abu Dhabi,Silver,Store,2016-08-06
C108041,28,Male,Abu Dhabi,Gold,Store,2018-03-19
C108042,48,Female,Dubai,Silver,Mobile,2015-07-02
C108043,43,Male,Dubai,Silver,Mobile,2020-04-02
C108044,29,Female,Abu Dhabi,Silver,Store,2022-10-12
C108045,25,Male,Abu Dhabi,Gold,Store,2024-12-20
C108046,22,Male,Sharjah,Silver,Store,2017-11-27
C108047,23,Female,Dubai,Silver,Store,2016-01-19
C108048,18,Female,Abu Dhabi,Gold,Store,2021-02-22
C108049,18,Male,Sharjah,Gold,Store,2016-05-23
C108050,22,Female,Dubai,Gold,Store,2024-08-15
C108051,37,Female,Dubai,Silver,Store,2024-10-13
C108052,23,Female,Dubai,Gold,Website,2016-10-03
C108053,34,Female,Dubai,Silver,Store,2020-12-09
C108054,29,Female,Abu Dhabi,Silver,Store,2022-11-12
C108055,18,Male,Abu Dhabi,Silver,Store,2021-07-27
C108056,24,Male,Dubai,Gold,Store,2016-07-02
C108057,39,Male,Sharjah,Silver,Store,2016-05-15
C108058,18,Male,Sharjah,Gold,Store,2022-11-13
C108059,44,Female,Dubai,Silver,Store,2024-07-10
C108060,18,Male,Abu Dhabi,Gold,Mobile,2022-10-01
C108061,33,Female,Dubai,Silver,Store,2015-06-17
C108062,31,Male,Sharjah,Silver,Website,2021-04-09
C108063,31,Female,Dubai,Silver,Store,2016-09-20
C108064,18,Male,Abu Dhabi,Silver,Website,2021-10-26
C108065,51,Female,Sharjah,Silver,Store,2020-04-07
C108066,50,Male,Dubai,Gold,Store,2020-11-27
C108067,35,Male,Dubai,Silver,Mobile,2020-07-08
C108068,49,Male,Abu Dhabi,Silver,Store,2022-10-24
C108069,24,Female,Abu Dhabi,Gold,Store,2024-02-02
C108070,39,Male,Dubai,Silver,Store,2018-03-06
C108071,48,Female,Abu Dhabi,Platinum,Store,2017-11-14
C108072,22,Female,Dubai,Silver,Store,2021-11-11
C108073,39,Male,Sharjah,Platinum,Store,2018-09-16
C108074,64,Male,Dubai,Silver,Store,2022-10-19
C108075,59,Male,Abu Dhabi,Silver,Store,2023-07-19
C108076,40,Male,Dubai,Platinum,Store,2024-11-06
C108077,25,Male,Sharjah,Platinum,Store,2022-10-25
C108078,27,Male,Dubai,Gold,Store,2023-11-15
C108079,32,Male,Abu Dhabi,Gold,Store,2024-03-07
C108080,36,Male,Dubai,Silver,Store,2019-01-26
C108081,30,Male,Dubai,Silver,Store,2021-04-02
C108082,26,Female,Abu Dhabi,Silver,Website,2016-06-19
C108083,34,Male,Dubai,Gold,Website,2021-04-24
C108084,32,Female,Abu Dhabi,Gold,Marketplace,2024-08-26
C108085,19,Male,Dubai,Silver,Mobile,2015-03-21
C108086,52,Male,Dubai,Silver,Store,2024-12-14
C108087,29,Male,Dubai,Gold,Store,2016-05-25
C108088,27,Male,Abu Dhabi,Gold,Store,2016-11-15
C108089,38,Male,Dubai,Gold,Store,2020-09-12
C108090,46,Male,Abu Dhabi,Platinum,Store,2019-09-18
C108091,35,Female,Dubai,Gold,Website,2019-04-02
C108092,24,Female,Dubai,Silver,Store,2019-11-15
C108093,28,Female,Abu Dhabi,Gold,Store,2024-03-23
C108094,24,Female,Abu Dhabi,Silver,Store,2024-02-19
C108095,51,Female,Abu Dhabi,Platinum,Website,2022-08-04
C108096,38,Female,Dubai,Silver,Store,2017-03-02
C108097,24,Male,Dubai,Gold,Store,2017-11-22
C108098,55,Female,Abu Dhabi,Silver,Store,2018-03-12
C108099,25,Male,Abu Dhabi,Silver,Website,2023-08-16
C108100,40,Female,Dubai,Silver,Store,2021-11-15
C108101,38,Male,Dubai,Silver,Store,2023-05-26
C108102,22,Male,Dubai,Silver,Store,2021-02-17
C108103,19,Female,Dubai,Silver,Website,2015-12-13
C108104,48,Male,Dubai,Gold,Store,2024-10-20
C108105,43,Other,Dubai,Silver,Website,2017-04-27
C108106,29,Female,Dubai,Gold,Mobile,2023-06-10
C108107,41,Male,Dubai,Silver,Store,2016-08-27
C108108,44,Female,Sharjah,Gold,Store,2017-12-25
C108109,31,Other,Dubai,Gold,Store,2017-04-20
C108110,34,Female,Dubai,Silver,Store,2020-06-23
C108111,30,Other,Abu Dhabi,Silver,Website,2017-05-13
C108112,28,Male,Sharjah,Silver,Website,2024-11-19
C108113,18,Female,Abu Dhabi,Gold,Store,2022-09-18
C108114,29,Male,Dubai,Silver,Website,2017-01-08
C108115,44,Male,Dubai,Gold,Store,2016-09-16
C108116,18,Male,Dubai,Silver,Store,2016-05-01
C108117,33,Female,Abu Dhabi,Gold,Store,2022-03-01
C108118,18,Other,Sharjah,Silver,Website,2020-05-03
C108119,29,Male,Dubai,Silver,Website,2021-02-03
C108120,49,Female,Dubai,Silver,Store,2017-06-23
C108121,28,Female,Dubai,Silver,Website,2019-02-23
C108122,18,Female,Abu Dhabi,Silver,Store,2015-07-10
C108123,21,Female,Dubai,Silver,Store,2019-10-11
C108124,41,Female,Dubai,Silver,Mobile,2023-11-08
C108125,49,Male,Dubai,Silver,Store,2020-09-18
C108126,34,Other,Dubai,Gold,Website,2018-06-04
C108127,46,Male,Dubai,Silver,Store,2021-11-12
C108128,27,Female,Abu Dhabi,Silver,Store,2024-05-06
C108129,30,Male,Dubai,Gold,Store,2020-09-13
C108130,38,Female,Dubai,Silver,Store,2017-04-06
C108131,47,Female,Abu Dhabi,Gold,Store,2022-09-14
C108132,26,Female,Abu Dhabi,Platinum,Store,2016-05-10
C108133,25,Male,Dubai,Silver,Store,2023-03-03
C108134,41,Male,Abu Dhabi,Silver,Store,2021-05-02
C108135,41,Male,Abu Dhabi,Silver,Website,2020-08-01
C108136,27,Male,Sharjah,Silver,Store,2023-06-06
C108137,18,Female,Dubai,Silver,Store,2015-02-02
C108138,33,Female,Dubai,Silver,Store,2021-02-24
C108139,35,Female,Abu Dhabi,Gold,Store,2019-11-05
C108140,35,Female,Abu Dhabi,Silver,Store,2020-07-11
C108141,18,Male,Dubai,Silver,Store,2022-03-05
C108142,33,Male,Dubai,Silver,Mobile,2017-11-11
C108143,39,Female,Abu Dhabi,Silver,Store,2018-10-11
C108144,44,Female,Abu Dhabi,Silver,Store,2022-08-05
C108145,51,Male,Dubai,Silver,Store,2018-06-16
C108146,34,Male,Dubai,Silver,Store,2017-04-05
C108147,28,Female,Abu Dhabi,Silver,Store,2022-12-10
C108148,40,Male,Abu Dhabi,Platinum,Website,2017-10-09
C108149,22,Male,Abu Dhabi,Silver,Mobile,2015-09-06
C108150,45,Other,Abu Dhabi,Platinum,Store,2016-07-14
C108151,28,Male,Dubai,Platinum,Website,2015-12-14
C108152,18,Male,Sharjah,Silver,Mobile,2024-05-08
C108153,43,Male,Abu Dhabi,Gold,Store,2016-03-03
C108154,45,Female,Sharjah,Silver,Store,2016-07-01
C108155,18,Female,Dubai,Silver,Store,2020-12-16
C108156,42,Female,Abu Dhabi,Silver,Store,2024-02-11
C108157,32,Male,Dubai,Silver,Mobile,2016-06-08
C108158,35,Female,Abu Dhabi,Gold,Store,2020-05-04
C108159,28,Female,Dubai,Platinum,Store,2017-08-05
C108160,37,Female,Abu Dhabi,Silver,Website,2024-11-15
C108161,18,Male,Dubai,Gold,Store,2021-01-25
C108162,28,Male,Abu Dhabi,Silver,Store,2024-07-11
C108163,43,Female,Dubai,Silver,Store,2021-08-04
C108164,18,Male,Sharjah,Gold,Website,2024-02-05
C108165,44,Other,Dubai,Silver,Store,2023-01-04
C108166,30,Female,Abu Dhabi,Platinum,Store,2019-01-07
C108167,48,Male,Abu Dhabi,Silver,Store,2018-11-27
C108168,47,Female,Abu Dhabi,Gold,Store,2018-06-23
C108169,31,Female,Dubai,Silver,Mobile,2024-06-16
C108170,44,Male,Dubai,Silver,Mobile,2017-07-19
C108171,30,Female,Abu Dhabi,Silver,Store,2024-09-05
C108172,28,Male,Dubai,Silver,Store,2019-04-26
C108173,54,Female,Dubai,Silver,Website,2024-09-21
C108174,35,Female,Sharjah,Gold,Store,2018-05-02
C108175,29,Male,Dubai,Silver,Store,2024-01-05
C108176,24,Male,Dubai,Platinum,Mobile,2022-03-19
C108177,38,Female,Abu Dhabi,Silver,Store,2015-05-05
C108178,38,Male,Dubai,Silver,Mobile,2023-12-03
C108179,39,Male,Sharjah,Silver,Store,2022-09-11
C108180,58,Male,Abu Dhabi,Platinum,Mobile,2019-01-23
C108181,39,Male,Dubai,Silver,Website,2018-10-11
C108182,37,Male,Dubai,Silver,Store,2022-02-23
C108183,35,Male,Dubai,Silver,Store,2024-08-03
C108184,41,Female,Abu Dhabi,Silver,Store,2018-08-09
C108185,36,Male,Abu Dhabi,Silver,Website,2023-01-11
C108186,26,Female,Dubai,Silver,Store,2023-08-07
C108187,20,Male,Dubai,Silver,Store,2019-05-12
C108188,21,Male,Dubai,Platinum,Store,2021-08-22
C108189,41,Female,Dubai,Gold,Store,2020-12-03
C108190,44,Female,Abu Dhabi,Silver,Mobile,2023-09-18
C108191,47,Male,Abu Dhabi,Silver,Store,2017-07-03
C108192,43,Male,Dubai,Silver,Website,2015-04-24
C108193,28,Female,Abu Dhabi,Silver,Website,2019-07-26
C108194,31,Male,Dubai,Silver,Mobile,2015-05-26
C108195,46,Male,Dubai,Gold,Store,2015-05-04
C108196,20,Female,Abu Dhabi,Silver,Marketplace,2017-09-11
C108197,19,Female,Sharjah,Silver,Store,2021-11-06
C108198,40,Female,Dubai,Silver,Store,2019-11-12
C108199,33,Female,Dubai,Silver,Website,2015-07-19
C108200,26,Female,Dubai,Gold,Store,2018-01-10
C108201,27,Other,Dubai,Gold,Store,2023-05-09
C108202,58,Female,Abu Dhabi,Gold,Store,2019-05-03
C108203,25,Female,Dubai,Gold,Store,2023-01-11
C108204,49,Male,Dubai,Gold,Store,2017-02-08
C108205,38,Female,Dubai,Silver,Website,2024-04-06
C108206,32,Other,Abu Dhabi,Gold,Store,2019-04-18
C108207,56,Female,Dubai,Silver,Store,2024-03-11
C108208,21,Male,Dubai,Silver,Marketplace,2023-06-20
C108209,28,Female,Abu Dhabi,Silver,Store,2020-11-25
C108210,22,Male,Dubai,Gold,Store,2019-06-12
C108211,20,Female,Sharjah,Silver,Store,2023-06-22
C108212,55,Female,Dubai,Silver,Website,2023-04-27
C108213,27,Other,Dubai,Gold,Store,2020-01-01
C108214,31,Female,Sharjah,Silver,Marketplace,2020-12-15
C108215,36,Male,Abu Dhabi,Silver,Website,2016-04-26
C108216,38,Female,Dubai,Gold,Store,2021-09-22
C108217,27,Female,Abu Dhabi,Gold,Website,2017-10-19
C108218,37,Male,Abu Dhabi,Silver,Website,2017-05-26
C108219,20,Female,Dubai,Gold,Store,2021-02-21
C108220,38,Female,Dubai,Silver,Store,2015-06-26
C108221,39,Male,Sharjah,Gold,Store,2021-03-02
C108222,25,Male,Dubai,Silver,Store,2016-03-15
C108223,50,Male,Sharjah,Silver,Website,2017-08-13
C108224,38,Female,Abu Dhabi,Gold,Store,2018-04-02
C108225,36,Male,Dubai,Platinum,Store,2020-10-20
C108226,41,Female,Dubai,Silver,Store,2015-08-16
C108227,33,Female,Dubai,Silver,Store,2017-03-13
C108228,23,Female,Dubai,Silver,Store,2016-02-03
C108229,30,Female,Abu Dhabi,Silver,Store,2018-12-09
C108230,27,Male,Abu Dhabi,Silver,Store,2024-12-04
C108231,47,Male,Abu Dhabi,Silver,Website,2022-01-11
C108232,30,Male,Abu Dhabi,Silver,Mobile,2022-08-03
C108233,33,Female,Abu Dhabi,Silver,Store,2017-01-26
C108234,36,Male,Dubai,Silver,Store,2022-03-16
C108235,31,Male,Abu Dhabi,Silver,Website,2024-12-01
C108236,38,Male,Dubai,Gold,Store,2020-04-19
C108237,22,Female,Dubai,Gold,Store,2018-03-23
C108238,37,Male,Abu Dhabi,Gold,Mobile,2018-11-13
C108239,21,Male,Abu Dhabi,Silver,Store,2024-11-18
C108240,18,Female,Dubai,Silver,Mobile,2024-01-17
C108241,39,Female,Dubai,Gold,Website,2023-05-05
C108242,52,Male,Dubai,Gold,Store,2022-10-18
C108243,34,Male,Abu Dhabi,Gold,Store,2017-07-25
C108244,29,Female,Abu Dhabi,Silver,Mobile,2019-12-10
C108245,42,Female,Abu Dhabi,Platinum,Store,2018-08-25
C108246,32,Female,Dubai,Silver,Website,2016-12-11
C108247,46,Male,Dubai,Gold,Store,2017-03-06
C108248,23,Female,Dubai,Gold,Store,2021-01-07
C108249,45,Female,Dubai,Silver,Website,2018-06-06
C108250,46,Female,Dubai,Silver,Store,2022-08-22
C108251,32,Female,Dubai,Platinum,Store,2024-03-18
C108252,18,Male,Abu Dhabi,Gold,Store,2015-03-05
C108253,46,Female,Dubai,Silver,Store,2016-02-03
C108254,28,Female,Dubai,Gold,Store,2016-05-09
C108255,36,Male,Dubai,Silver,Mobile,2018-06-09
C108256,38,Male,Dubai,Platinum,Store,2018-11-14
C108257,40,Male,Dubai,Silver,Store,2015-11-18
C108258,62,Female,Dubai,Silver,Store,2021-11-01
C108259,32,Male,Dubai,Silver,Website,2016-01-21
C108260,32,Female,Dubai,Gold,Store,2015-09-08
C108261,34,Male,Abu Dhabi,Silver,Store,2017-09-06
C108262,18,Male,Dubai,Silver,Store,2024-08-26
C108263,41,Female,Dubai,Silver,Store,2024-02-02
C108264,47,Female,Abu Dhabi,Platinum,Website,2023-11-22
C108265,37,Female,Abu Dhabi,Gold,Website,2016-04-08
C108266,44,Male,Dubai,Silver,Store,2016-07-01
C108267,35,Female,Dubai,Gold,Store,2023-07-01
C108268,18,Female,Sharjah,Silver,Store,2022-07-11
C108269,60,Male,Abu Dhabi,Silver,Mobile,2016-04-12
C108270,35,Female,Abu Dhabi,Silver,Store,2016-07-25
C108271,30,Male,Abu Dhabi,Silver,Store,2022-12-09
C108272,35,Female,Dubai,Gold,Store,2021-11-18
C108273,41,Male,Dubai,Silver,Store,2015-06-02
C108274,35,Male,Dubai,Platinum,Store,2019-05-09
C108275,29,Female,Dubai,Silver,Store,2015-11-04
C108276,18,Male,Dubai,Silver,Store,2019-02-12
C108277,28,Male,Dubai,Silver,Store,2023-02-26
C108278,45,Male,Abu Dhabi,Silver,Website,2017-09-17
C108279,21,Female,Abu Dhabi,Silver,Store,2024-02-20
C108280,24,Male,Dubai,Silver,Website,2023-05-13
C108281,34,Male,Sharjah,Silver,Store,2015-04-24
C108282,18,Female,Abu Dhabi,Silver,Marketplace,2023-10-19
C108283,45,Male,Dubai,Silver,Store,2019-08-15
C108284,47,Male,Sharjah,Silver,Mobile,2019-02-08
C108285,48,Female,Abu Dhabi,Silver,Website,2021-08-24
C108286,41,Female,Dubai,Platinum,Store,2018-11-25
C108287,27,Female,Abu Dhabi,Gold,Store,2015-10-11
C108288,40,Male,Sharjah,Gold,Website,2019-05-21
C108289,47,Male,Dubai,Silver,Store,2021-10-07
C108290,32,Female,Dubai,Silver,Store,2015-09-16
C108291,32,Female,Abu Dhabi,Platinum,Store,2015-03-14
C108292,36,Male,Dubai,Silver,Store,2018-07-13
C108293,33,Female,Dubai,Silver,Website,2021-10-09
C108294,42,Female,Dubai,Silver,Website,2023-05-17
C108295,41,Female,Dubai,Silver,Mobile,2016-04-10
C108296,30,Male,Dubai,Platinum,Store,2020-10-20
C108297,32,Male,Abu Dhabi,Silver,Website,2023-01-18
C108298,26,Female,Dubai,Silver,Store,2024-12-03
C108299,34,Female,Dubai,Gold,Store,2015-03-08
C108300,39,Female,Dubai,Gold,Store,2022-07-19
C108301,41,Male,Dubai,Silver,Store,2021-07-19
C108302,47,Female,Dubai,Silver,Store,2024-09-11
C108303,26,Female,Abu Dhabi,Silver,Store,2021-09-23
C108304,25,Male,Abu Dhabi,Silver,Website,2020-11-23
C108305,46,Male,Dubai,Gold,Store,2015-03-10
C108306,36,Male,Dubai,Silver,Store,2017-12-26
C108307,35,Male,Abu Dhabi,Gold,Store,2018-12-25
C108308,33,Female,Abu Dhabi,Silver,Store,2022-07-16
C108309,38,Female,Abu Dhabi,Silver,Store,2023-06-03
C108310,28,Female,Dubai,Silver,Store,2017-03-13
C108311,41,Female,Dubai,Gold,Store,2024-02-20
C108312,18,Male,Abu Dhabi,Silver,Store,2016-01-14
C108313,36,Male,Dubai,Gold,Website,2018-05-01
C108314,19,Female,Abu Dhabi,Gold,Store,2020-03-04
C108315,37,Male,Sharjah,Gold,Store,2019-11-06
C108316,25,Female,Abu Dhabi,Silver,Store,2023-12-22
C108317,29,Female,Sharjah,Silver,Store,2016-05-12
C108318,34,Female,Abu Dhabi,Silver,Store,2019-06-17
C108319,22,Male,Abu Dhabi,Platinum,Store,2023-03-27
C108320,38,Female,Sharjah,Platinum,Store,2023-02-13
C108321,51,Male,Dubai,Silver,Website,2017-02-01
C108322,41,Female,Abu Dhabi,Silver,Mobile,2020-04-06
C108323,18,Male,Dubai,Platinum,Store,2019-09-10
C108324,32,Female,Dubai,Silver,Website,2016-02-09
C108325,25,Female,Abu Dhabi,Gold,Store,2015-02-18
C108326,35,Female,Dubai,Platinum,Store,2021-03-16
C108327,55,Male,Abu Dhabi,Silver,Store,2024-08-15
C108328,33,Female,Dubai,Silver,Store,2018-12-23
C108329,29,Male,Dubai,Silver,Store,2023-12-04
C108330,29,Male,Sharjah,Silver,Website,2016-04-18
C108331,35,Female,Dubai,Silver,Store,2016-06-19
C108332,25,Male,Dubai,Gold,Store,2021-07-01
C108333,38,Male,Sharjah,Silver,Store,2023-05-23
C108334,36,Female,Abu Dhabi,Platinum,Website,2023-09-15
C108335,50,Male,Dubai,Gold,Store,2020-04-10
C108336,37,Female,Dubai,Silver,Store,2023-05-15
C108337,27,Female,Abu Dhabi,Gold,Store,2022-05-18
C108338,34,Male,Dubai,Silver,Store,2015-10-18
C108339,31,Female,Dubai,Gold,Website,2018-10-25
C108340,53,Male,Abu Dhabi,Gold,Store,2022-08-04
C108341,38,Male,Dubai,Gold,Website,2024-02-11
C108342,45,Male,Abu Dhabi,Silver,Mobile,2017-04-15
C108343,39,Other,Dubai,Silver,Store,2024-08-15
C108344,31,Female,Dubai,Silver,Store,2020-09-15
C108345,23,Female,Dubai,Silver,Store,2016-12-21
C108346,39,Female,Abu Dhabi,Silver,Store,2021-12-18
C108347,21,Female,Dubai,Gold,Store,2015-01-17
C108348,28,Male,Dubai,Silver,Store,2016-06-20
C108349,28,Female,Dubai,Silver,Store,2021-10-22
C108350,53,Female,Dubai,Platinum,Store,2015-12-13
C108351,47,Male,Dubai,Silver,Store,2023-06-09
C108352,37,Female,Abu Dhabi,Silver,Store,2023-08-04
C108353,32,Female,Dubai,Silver,Website,2024-03-14
C108354,21,Female,Dubai,Silver,Website,2018-04-13
C108355,39,Female,Sharjah,Platinum,Store,2020-08-01
C108356,20,Female,Sharjah,Silver,Store,2019-04-15
C108357,58,Male,Sharjah,Silver,Store,2023-11-15
C108358,31,Female,Dubai,Silver,Mobile,2016-07-04
C108359,37,Male,Dubai,Silver,Store,2024-12-04
C108360,39,Male,Dubai,Silver,Store,2022-09-20
C108361,42,Female,Dubai,Silver,Store,2024-02-17
C108362,35,Other,Sharjah,Platinum,Website,2016-02-09
C108363,18,Female,Dubai,Silver,Store,2016-06-22
C108364,42,Male,Dubai,Gold,Store,2017-05-19
C108365,36,Female,Abu Dhabi,Silver,Store,2023-05-12
C108366,18,Male,Sharjah,Silver,Store,2021-02-01
C108367,35,Other,Dubai,Gold,Website,2023-07-08
C108368,34,Male,Abu Dhabi,Silver,Store,2020-04-07
C108369,29,Female,Dubai,Gold,Store,2015-12-15
C108370,41,Female,Dubai,Silver,Store,2017-01-08
C108371,30,Female,Dubai,Platinum,Store,2021-10-21
C108372,36,Male,Abu Dhabi,Silver,Store,2018-12-26
C108373,24,Female,Abu Dhabi,Silver,Store,2023-10-12
C108374,31,Male,Abu Dhabi,Silver,Website,2022-12-26
C108375,22,Male,Dubai,Silver,Store,2016-06-15
C108376,52,Male,Abu Dhabi,Platinum,Store,2015-09-15
C108377,33,Male,Abu Dhabi,Silver,Store,2021-03-12
C108378,32,Female,Abu Dhabi,Gold,Store,2017-03-08
C108379,39,Male,Abu Dhabi,Gold,Mobile,2021-05-19
C108380,26,Female,Dubai,Platinum,Store,2017-01-18
C108381,47,Female,Abu Dhabi,Silver,Website,2019-09-01
C108382,23,Female,Dubai,Silver,Store,2019-05-26
C108383,42,Male,Dubai,Platinum,Website,2024-03-11
C108384,40,Female,Dubai,Gold,Store,2018-09-26
C108385,27,Male,Dubai,Gold,Store,2015-06-09
C108386,18,Female,Sharjah,Silver,Mobile,2023-08-12
C108387,33,Male,Dubai,Silver,Store,2019-01-07
C108388,47,Male,Abu Dhabi,Gold,Mobile,2019-10-27
C108389,24,Female,Sharjah,Silver,Website,2019-12-01
C108390,20,Male,Dubai,Gold,Website,2020-08-06
C108391,30,Male,Abu Dhabi,Silver,Store,2015-06-12
C108392,40,Male,Dubai,Gold,Store,2016-02-16
C108393,30,Male,Abu Dhabi,Silver,Store,2017-06-24
C108394,21,Female,Abu Dhabi,Silver,Store,2017-05-03
C108395,39,Female,Dubai,Silver,Store,2019-11-25
C108396,34,Male,Abu Dhabi,Silver,Store,2021-09-21
C108397,18,Other,Dubai,Silver,Mobile,2015-07-11
C108398,18,Female,Dubai,Silver,Store,2019-05-05
C108399,38,Female,Dubai,Silver,Store,2019-03-07
C108400,18,Male,Dubai,Platinum,Store,2020-02-11
C108401,18,Female,Dubai,Silver,Store,2016-05-26
C108402,37,Female,Abu Dhabi,Gold,Store,2022-04-09
C108403,41,Female,Abu Dhabi,Silver,Store,2016-01-21
C108404,25,Male,Dubai,Platinum,Store,2019-06-13
C108405,18,Female,Abu Dhabi,Silver,Mobile,2023-09-11
C108406,50,Male,Dubai,Gold,Store,2019-01-19
C108407,36,Female,Dubai,Gold,Website,2017-10-22
C108408,35,Male,Abu Dhabi,Platinum,Store,2017-12-09
C108409,27,Female,Dubai,Silver,Website,2018-09-05
C108410,32,Female,Dubai,Gold,Store,2023-02-09
C108411,28,Female,Dubai,Silver,Website,2017-02-18
C108412,38,Female,Dubai,Silver,Store,2018-05-16
C108413,35,Female,Dubai,Gold,Website,2018-01-19
C108414,40,Female,Dubai,Gold,Store,2024-11-02
C108415,38,Female,Dubai,Silver,Store,2015-08-26
C108416,21,Female,Dubai,Silver,Store,2021-12-19
C108417,27,Female,Abu Dhabi,Silver,Store,2016-07-23
C108418,37,Female,Dubai,Gold,Store,2015-05-03
C108419,28,Male,Dubai,Silver,Store,2022-03-08
C108420,26,Male,Abu Dhabi,Gold,Marketplace,2016-08-20
C108421,39,Female,Dubai,Silver,Store,2024-07-11
C108422,18,Female,Dubai,Silver,Website,2021-12-17
C108423,31,Male,Abu Dhabi,Silver,Store,2022-06-19
C108424,18,Male,Abu Dhabi,Silver,Store,2023-12-15
C108425,25,Male,Dubai,Gold,Store,2023-02-09
C108426,30,Female,Abu Dhabi,Gold,Store,2023-12-19
C108427,56,Other,Dubai,Silver,Store,2021-07-21
C108428,40,Female,Sharjah,Silver,Website,2018-02-09
C108429,21,Male,Dubai,Silver,Website,2017-06-02
C108430,34,Female,Dubai,Silver,Website,2019-09-24
C108431,36,Female,Dubai,Platinum,Store,2022-01-10
C108432,35,Female,Dubai,Silver,Store,2016-07-21
C108433,45,Female,Abu Dhabi,Silver,Store,2017-02-27
C108434,18,Female,Dubai,Silver,Website,2022-09-22
C108435,33,Female,Dubai,Silver,Store,2020-02-27
C108436,37,Female,Dubai,Silver,Store,2023-11-13
C108437,35,Female,Dubai,Gold,Store,2021-10-16
C108438,23,Male,Dubai,Gold,Store,2019-10-18
C108439,29,Female,Dubai,Platinum,Store,2018-06-09
C108440,39,Female,Dubai,Silver,Mobile,2017-06-06
C108441,18,Male,Abu Dhabi,Gold,Store,2017-09-26
C108442,31,Other,Abu Dhabi,Silver,Store,2015-05-26
C108443,20,Male,Dubai,Silver,Website,2016-07-19
C108444,28,Male,Dubai,Silver,Website,2017-04-27
C108445,43,Female,Abu Dhabi,Silver,Website,2022-10-19
C108446,55,Female,Abu Dhabi,Gold,Website,2016-02-27
C108447,42,Male,Sharjah,Silver,Store,2017-09-25
C108448,34,Male,Dubai,Gold,Store,2023-03-13
C108449,49,Female,Sharjah,Silver,Website,2024-12-11
C108450,38,Female,Abu Dhabi,Silver,Store,2023-08-06
C108451,37,Female,Abu Dhabi,Silver,Store,2022-02-16
C108452,21,Male,Dubai,Silver,Store,2019-09-26
C108453,39,Male,Dubai,Platinum,Website,2018-08-09
C108454,26,Female,Dubai,Silver,Store,2016-08-22
C108455,38,Female,Dubai,Silver,Store,2019-12-06
C108456,37,Male,Dubai,Gold,Website,2023-07-03
C108457,45,Male,Abu Dhabi,Platinum,Mobile,2016-08-11
C108458,36,Male,Sharjah,Platinum,Website,2018-09-21
C108459,38,Male,Dubai,Silver,Store,2018-06-07
C108460,19,Female,Dubai,Silver,Website,2023-05-20
C108461,45,Female,Dubai,Silver,Store,2020-04-15
C108462,49,Female,Dubai,Silver,Store,2023-07-26
C108463,34,Female,Abu Dhabi,Silver,Store,2015-05-17
C108464,58,Male,Dubai,Platinum,Store,2021-02-21
C108465,50,Female,Abu Dhabi,Silver,Store,2018-11-05
C108466,18,Female,Abu Dhabi,Silver,Store,2020-01-14
C108467,18,Male,Dubai,Silver,Website,2015-07-01
C108468,44,Female,Abu Dhabi,Platinum,Store,2018-03-11
C108469,18,Male,Sharjah,Silver,Store,2024-01-16
C108470,33,Male,Dubai,Gold,Store,2023-05-02
C108471,43,Other,Dubai,Gold,Store,2016-08-27
C108472,58,Male,Abu Dhabi,Silver,Website,2021-10-23
C108473,42,Female,Abu Dhabi,Silver,Store,2015-09-20
C108474,49,Female,Dubai,Silver,Website,2017-07-24
